"","text","created_at","author.location"
"557","@sebastienfanti @dgt_switzerland @Facebook Est ce que quelqu'un aurait une bonne description technique de cet 'e-ID' afin que l'on comprenne de quoi on parle ? Est-ce juste un ""broker"" ? Peuvent-ils conserver des données sur les sites tierces ? Est-ce juste un autre ""Facebook-¨Login"" ou ""Google Login"" ? Merci :-)",2021-01-29 10:15:37,"San Francisco, CA"
"558","« Avec loi sur l’e-ID, ce sont les assurances, les caisses maladie ou les grandes banques qui auront le droit d’attester qu’en ligne, nous sommes bien nous-même ». \nRaisons pour un non le 7 mars à la la privatisation du passeport numérique par @jcschwaab\nhttps://t.co/WCxSulk0P9",2021-01-29 08:05:52,"Bulle, Fribourg"
"559","La Fédération Suisse des Fonctionnaires de Police appelle à voter non à la privatisation de l’#eID : « La FSFP est d'avis que le traitement des données de l'e-ID appartient à l'État. Pour des raisons de sécurité et aussi parce qu'il s'agit là d'une tâche régalienne. » #CHvote",2021-01-29 08:05:31,"Bulle, Fribourg"
"560","Sondage – Initiative anti-burqa, e-ID et accord avec l’Indonésie: vers un oui le 7 mars\nÀ sept semaines des votations fédérales,... plus d'infos sur : https://t.co/oyfWGz00xJ\n#accord #antiburqa #avec #eid #initiative #lindonésie #mars #oui #so... https://t.co/PWrwN1Wmdd",2021-01-29 05:22:33,NA
"561","Sondage: Initiative anti-burqa, e-ID et accord avec l’Indonésie: vers un oui le 7 mars https://t.co/Q5PT1b46lL",2021-01-29 05:11:32,"#Genève, #Suisse"
"562","@sebastienfanti Est-ce que Privatim a pris position sur cette loi sur l’e-ID?",2021-01-28 22:04:17,"Delémont, Jura"
"563","Aujourd'hui c'est la journée européenne de la protection des données!<U+0001F4C1> Ce thème est particulièrement d'actualité avec les votations du 7 mars et le référendum lancé contre l'e-ID.<U+0001F464> Ce samedi 30 janvier, lors de notre AG, nous déciderons de la recommandation de vote.<U+0001F5F3> #EID #AG https://t.co/fhkfko5xg8",2021-01-28 18:21:40,"Lausanne, Switzerland"
"564","Selon @oliviercurty ""la vie ne s'arrête pas aux frontières cantonales."" Une e-ID au niveau suisse permet d'éviter 26 solutions cantonales, chères et compliquées. \n\nIl nous faut une e-ID suisse performante, homogène, maintenant ! #eIDoui @E_ID_Info",2021-01-28 13:26:31,"Genève, Suisse"
"565","Selon @olivier_curty l'e-ID favorise la dématérialisation, la traçabilité et la sécurité des démarches administratives. \n\nUn e-ID reconnue par l'Etat rendrait les transactions + fiables, ce qui serait bénéfique pour nos entreprises #eIDoui",2021-01-28 13:19:37,"Genève, Suisse"
"566","Selon @olivier_curty : l'e-ID doit permettre de régler en ""un clic"" une multitude de démarches administratives. Plus de déplacements inutiles aux guichets, une baisse des coûts, une + plus grande rapidité dans le traitement des dossiers par l'administration #eIDoui @E_ID_Info",2021-01-28 13:07:53,"Genève, Suisse"
"567","Vous vendez des illusions, ou vous mentez. Une filiale d’un groupe américain ou chinois pourra exploiter un service d’e-ID. Votre loi créé un marché que des géants privés domineront – probablement étrangers.\nPour une solution suisse, il faut d’abord un non à ce mauvais projet. https://t.co/VOaB0mdxM9",2021-01-28 13:02:11,NA
"568","La majorité des cantons soutient la loi e-ID. Selon @olivier_curty, l'e-ID est un élément central d'un processus naturel. Les administrations cantonales sont déjà engagées dans un processus de digitalisation, celui-ci s'est d'ailleurs accentué avec la crise du coronavirus #eIDoui",2021-01-28 13:01:57,"Genève, Suisse"
"569","Conférence de presse : Oui à la loi e-ID / Medienkonferenz: Ja zum E-ID-... https://t.co/D4K2mWmLDl via @YouTube",2021-01-28 12:33:03,"Geneva"
"570","Suivez en direct la conférence de presse de l’Alliance du OUI à la loi e-ID avec : @olivier_curty @nicolasburer @beatflach\n@EdithGraf @andrisilbi_ @E_ID_Info Jeudi 28.01.2021, 13h30. En direct sur YouTube:\n https://t.co/wIpAlJSTI8 #eIDoui",2021-01-28 12:18:46,"Fribourg, Freiburg"
"571","Pourquoi la Suisse a-t-elle besoin d’une #eID ? Rejoignez-nous, posez vos questions et apprenez plus sur l'e-ID ainsi que sur la #loi sur l'e-ID sur laquelle la #Suisse votera le 7 mars. Inscrivez-vous ici <U+0001F447>https://t.co/tTcy0Z3aIT https://t.co/fnbYB463gO",2021-01-28 10:01:33,"Basel, Switzerland"
"572","@roidelapluie @mathieumichel faux, c'est un problème sur le server, ça n'a rien à voir avec e-id, je parle de l'accès au site qui sur 2 OS et 2 navigateurs ne fonctionne pas. Confirmé par le technicien du BOSA, qui lui non plus ne sais pas accéder à ""'mon dossier"".",2021-01-26 12:44:16,"in a Docker Container"
"573","Je connais des gens qui signent en ligne avec e-id des offres de plusieurs dizaines de mio. d'Euros, @GLBouchez (ne prenez svp pas les gens pour des idiots).Les technologies actuelles permettent de faire TOUT en ligne. Je pensais qu'un libéral était moderne &amp; progressiste #begov https://t.co/HWgMS4IUAX",2021-01-24 19:34:23,NA
"574","@Ballymag Du coup, on se retrouve avec des projets aussi mauvais que l'e-ID, ou une révision bancale de la Loi sur la protection des données.",2021-01-24 16:03:27,"Genève, Suisse"
"575","Enfin une belle occasion d’être à nouveau ridicules (et inspirants pour leurs copains, vu les chances de large succès) à l’international à peu de frais!\nMerci (non) les néo-fascistes suisses. <U+0001F1E8><U+0001F1ED><U+270A><U+0001F3FD><U+0001F618> #CHvote\n\nBonus: noyer pépouze le débat sur l’e-ID. Du grand art. <U+0001F92C> https://t.co/5ymcsrD2px https://t.co/yjOnrkODzT",2021-01-23 14:03:25,"Global Minds. African all else"
"576","Le moment est venu ... la nouvelle version e-GOR est lancé !\nCréer un profil de risque et le faire signer numériquement par SMS, e-mail, Itsme, e-ID. Surveillance des risques pour tous vos clients qui épargnent ou investissent. https://t.co/4RvEMn0I0N https://t.co/zIQu12JpF0",2021-01-23 11:48:07,"Belgium"
"577","@TryingAdulthood Ah et tu sais que tu peux consulter le résultat sur internet avec ton e-id ?",2021-01-23 08:43:30,"Belgium"
"578","Pathétique &amp; Schizophrénique! Aligné avec 1 certaine conception du service public pour qui la notion même de souveraineté est très variable &amp; chevillée à l’économie privée! Cohérent avec le projet e-ID\nJe pleure ma<U+0001F1E8><U+0001F1ED>Numérique!\nhttps://t.co/HSDBOy4aAk? @Anouch @LeTemps @ParmelinG",2021-01-21 11:53:52,"Zurich"
"579","Loi sur 1'e-ID: la Police est contre https://t.co/H7qifgPwim",2021-01-20 09:51:07,NA
"580","@claudioluck @LangstrumpfPipo @E_ID_Info A chacun de faire son choix, puisque l‘e-id sera facultative.",2021-01-19 17:20:15,"zürich"
"581","@claudioluck @LangstrumpfPipo @E_ID_Info Non, ce n‘est pas ce que je dis. À l‘heure actuelle, vous vous enregistrez maintes fois pour de nombreix services, chacun ayant sont propre login. Ceux-ci ne sont pas réglementés. Avec l‘e-id, vous avez un login univoque et reglementé. Voilà.",2021-01-19 17:19:39,"zürich"
"582","@LangstrumpfPipo @E_ID_Info @SwissCovid Bonne question. Je n'étais pas encore au parlement lorsque la loi e-id a été débattue. Mais pour la swisscovid, l'état d'urgence a tout accéléré, bien sur. Nous ne pourrions pas passer toutes les lois à ce train-là sans négliger d'autres dossiers...",2021-01-19 11:38:56,"zürich"
"583","@LangstrumpfPipo @E_ID_Info est-ce que le status quo est meilleur qu'avec l'e-id, ou plutôt, est-ce que nous gagnons quoi que se soit en sécurité ou autre en rejetant la loi, eh bien ma réponse est non. Mon approche est pragmatique. Je préfère avancer en petits pas que pas du tout...",2021-01-19 11:34:56,"zürich"
"584","@LangstrumpfPipo @E_ID_Info Je crois que nous ne répondons pas aux mêmes questions. Si la question est: y aurait-il eu de meilleures solutions à l'e-id, ma réponse serait oui, probableme. Si par contre la question est:",2021-01-19 11:33:18,"zürich"
"585","@LangstrumpfPipo @E_ID_Info l'influence de Twitter sur la formation d'opinion politique a été plus que démontrée, surtout ces derniers jours. Mais bon, pour déméler un peu les problème, je reviens sur l'e-id:",2021-01-19 11:31:42,"zürich"
"586","@LangstrumpfPipo @E_ID_Info Ceci dit, entendu, on aurait pu faire mieux. Je ne dis pas que l'e-id est absolument idéale. Mais la rejeter serait aussi renoncer à une certaine amélioration immédiate pour en attendre une plus grande mais incertaine...",2021-01-19 11:03:42,"zürich"
"587","Nos prises de parole pour les votations pour le 7 mars sont prises : Nous disons NON à la loi e-ID, NON à l'interdiction de se dissimuler le visage et NON à l'accord de libre-échange avec l'Indonésie ! @StopPalmoel @e_id_referendum",2021-01-19 10:56:05,"Schweiz"
"588","@judithbellaiche @E_ID_Info Nous pourrions créer une alternative sécurisée à l'#EID de @swisssign, mais l'obligation de conserver les données rend impossible un E-ID efficace pour les données. La loi appartient à la poubelle.",2021-01-19 10:54:57,"<U+0001F954>kartoffelrepublik.ch"
"589","@LangstrumpfPipo @E_ID_Info Dans la mesure ou celle-ci serait clairement réglementée, contrairement à d'autres instruments que nous utilisons tous (enfin, à part toi <U+0001F609>) et qui ne sont pas du tout réglementés par la loi Suisse. Imho, le status quo est moins sûre que l'e-id...",2021-01-19 10:43:43,"zürich"
"590","Le grand jour pour la vie privée dans notre pays se termine comme suit: les empreintes digitales restent sur e-id et pas de amendes pour les autorites publiques:\n\nhttps://t.co/zLouq3wq3P\n\nhttps://t.co/QtlP52jCpS",2021-01-18 19:02:41,"#EUdataP #ePrivacy"
"591","Il continue: Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État.\n\nhttps://t.co/Vf23mrxRV4\n\n#fiduciaire #digital #eid https://t.co/M4tabEOTFz",2021-01-18 17:14:30,"France"
"592","@nicolasburer @BachPhilippe @lecourrier L'E-ID est également utilisée pour créer des logins et permet d'établir des profils personnels clairement identifiables. Cela permet de relier plus de données personnelles que jamais sur les différentes plateformes en ligne. https://t.co/hkxu3S97Hg",2021-01-17 13:06:47,"Schweiz"
"593","Désolé mais c’est comme une carte d’identité. Elle est volontaire mais sans elle je ne pourrais rien faire dans le monde numerique! \n\nPour ça: un e-id public, contrôlé démocratiquement, délivré par l’Etat!\n\n@e_id_referendum #CHvote \n2/2",2021-01-16 17:12:17,"Lausanne"
"594","Parce que, concrètement, avec la loi e-id, les clients auront un e-id gratuit et ce sont les autorités publiques Cantons et communes qui paieront à Facebook ou à Crédit suisse la prestation de connexion . Et ce sans AUCUN contrôle sur les coûts! Quid des finances communales ?",2021-01-16 13:14:19,NA
"595","@JimMacFly @avocatbxl Si tu as ton passeport tu n'es pas obligé d'avoir ta carte d'identité e-ID sur toi...",2021-01-16 12:36:45,NA
"596","Le e-id restera volontaire?\nOn devra y recourir pour:\n- voter en ligne\n- accéder au son dossier médical\n- recevoir des décisions de justice\n- contacter les autorités communales ou cantonales\n-...\n1/2 https://t.co/LMmFEnqFFv",2021-01-16 12:16:41,"Cyberia"
"597","Bonjour @CH_Gemeinden : est ce ok pour vous que les communes doivent payer les GAFA et autres providers privés de e-id pour accéder aux prestations de service public? \n\n#CCLausanne #CHvote @e_id_referendum @communelausanne https://t.co/wOQAOU7m20",2021-01-16 07:56:31,"Schweiz"
"598","Heureusement qu’on confie le e-id au secteur privé - à la pointe de la modernité ! Ce n’est pas l’Etat qui pourrait faire une communication aussi réussie: https://t.co/yKqMd1zHQN",2021-01-16 00:59:27,"Lausanne"
"599","quelques conséquences pour les commune de la désastreuse loi e-id @e_id_referendum #CHvote https://t.co/k3biBope2w",2021-01-15 21:53:02,"Lausanne-Morges-Genève"
"600","Die stellungnahmen der kantone finden sich im fall hier: https://t.co/LGXOH3hAps\n\n« Le Conseil d’Etat vaudois ne peut pas accepter le projet de loi e-ID tel qu’il a été mis en consultation. » https://t.co/FNOIvlvbeN",2021-01-15 20:58:27,"Lausanne, Switzerland"
"601","Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État #Suisse  https://t.co/ryV8I5rT0H",2021-01-15 13:47:03,"Saint-Julien-en-Genevois, Fran"
"602","@pirwanet @PSLausanne @e_id_referendum Dans la loi sur l'e-ID. Obligation de contracter, mais aucune précision des tarifs et du standard technique pour l'interfaçage. Donc pas de maitrise des coûts pour la commune. Obligation de passer par un prestataire privé foule aux pieds notre promesse de protection des données.",2021-01-15 08:37:07,NA
"603","Les Suisses voteront le 7 mars sur le projet d’identification électronique. L’identifiant unique (E-ID) réduira le risque de piratages. Mais pourquoi avoir choisi un partenariat public-privé? Cette privatisation de la démocratie ouvre la porte aux abus.  \nhttps://t.co/Ftp792SsTF",2021-01-15 07:24:04,"Schweiz"
"604","La campagne sur l’e-ID est lancée #Suisse #Votation #Identité #Numérique #eID https://t.co/jdTlu6sR81",2021-01-15 06:57:32,"Lausanne (Suisse)"
"605","Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État https://t.co/5kvZblDWjI #eIDoui #innovation via @economie_suisse",2021-01-15 06:57:01,"Suisse, France"
"606","@MartinGysler Je pense que ce référendum est sain car il permet le débat sur un sujet qui me paraît important. Je suis favorable à l’e-ID et l’approche privée-publique me parait bonne. Je dois lire plus en détail les arguments du comité référendaire et je reviendrai dire ici ce que j’pense<U+0001F609>",2021-01-14 20:00:53,"Delémont, Jura"
"607","Le Conseil fédéral #suisse et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État https://t.co/keFyLSbGfV https://t.co/9doDNdTYmV",2021-01-14 18:14:49,"Paris, France"
"608","Dans notre dernier numéro, Léonore Vuissoz dénonçait « l’absurdité de faire appel aux grands groupes privés suisses pour fournir nos prochains passeports numériques ». Pour en savoir plus sur la déplorable loi E-ID soumise au vote le 7 mars prochain <U+0001F447>\nhttps://t.co/XOuWfjza02",2021-01-14 13:35:59,"Lausanne"
"609","""Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État"" mais géré par des privés. (évalués par ""Une commission fédérale pour le contrôle de la sécurité et la protection des données"") https://t.co/yMqTuzpZTg",2021-01-14 13:33:21,"Switzerland"
"610","Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État #eID #eGov #eGovernment #suisse https://t.co/uCJfbGYyuF",2021-01-14 13:17:09,"Sierre"
"611","La loi sur l'e-ID est synonyme d'une #Suisse moderne\n@dgt_switzerland @nicolasburer \nhttps://t.co/AJ3c5SSfjg",2021-01-14 12:58:44,"Zurich"
"612","Le 7 mars 2021, le peuple suisse votera sur la loi sur l’e-ID. Le Comité de l’Association des Communes Suisses a recommandé de voter oui à cette loi.\nCommuniqué <U+0001F447>\nhttps://t.co/8EFt47bIQV\n\n#eIDoui #CHvote #Abst21",2021-01-14 10:20:57,"Bern, Schweiz"
"613","Le Conseil fédéral et le Parlement sont en faveur d’une possibilité d’identification électronique (e-ID) réglementée par l’État. La population suisse votera le 7 mars 2021 sur la LSIE. Le référendum a été demandé contre cette loi. \n\nCommuniqué: https://t.co/NkTRnD8If3",2021-01-14 10:19:45,"Schweiz"
"614","C’est exactement le problème avec la loi e-id: l’Etat abandonne un pan de la souveraineté (garantir l’identité des personnes) au secteur privé. Non au passeport numérique privé,  non à la loi e-id. https://t.co/9qFERV5jNP",2021-01-13 19:10:40,"Paris, Frankreich"
"615","La conseillère municipale @NLitzistorf dénonce les conséquences néfastes de l'acceptation de la loi fédérale sur le e-id @e_id_referendum sur les services publiques communaux. Le PS aussi soutient le référendum contre cette loi. #CCLausanne",2021-01-13 05:00:54,"Schweiz"
"616","Le préavis découlant du postulat de S. Wyssa et @N_Tripet demandant à la @communelausanne de mettre en place une e-ID est largement accepté. Il aura fallut plus de 3 ans mais nous y voilà et suivi par la gauche. Un miracle ! #CCLausanne #ECVD21",2021-01-12 20:09:38,"Lausanne, Switzerland"
"617","Pour certains élu-e-s #CCLausanne il serait inacceptable de mentionner notre position sur des objets fédéraux lors de nos débats...\nPour les Vert-e-s ce sera un évidemment un grand non à la loi sur l'e-ID ! Pas de privatisation du #passeport numérique ! #eIDnon @referendum_E_ID",2021-01-12 19:01:48,"Lausanne, Suisse"
"618","#RT @dgt_switzerland: Notre vote pour une Suisse moderne ! \n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : https://t.co/NmhvNpuTYJ\n\n#eIDoui",2021-01-11 09:35:14,"Zürich, Schweiz"
"619","Notre vote pour une Suisse moderne ! \n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : https://t.co/jpvS2a9u23\n\n#eIDoui",2021-01-11 09:19:20,"Switzerland"
"620","Votations: Les villes suisses contre l’initiative anti-burqa mais pour l’e-ID https://t.co/JHBh3zPL90",2021-01-11 09:05:32,"#Genève, #Suisse"
"621","@E_ID_Info @RuediNoser mais c'est exactement ce que permettra le projet que vous défendez: de laisser les GAFA pénétrer le marché suisse de l'e-id! Contre cela, une seule solution voter NON à la loi @e_id_referendum",2021-01-08 07:22:44,"Kuhdorf"
"622","#RT @dgt_switzerland: Notre vote pour une Suisse moderne ! \n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : https://t.co/icNgtsi1IL",2021-01-06 09:35:14,"Zürich, Schweiz"
"623","Notre vote pour une Suisse moderne ! \n\nLancez un signal positif en faveur d’une Suisse moderne et tournée vers l’avenir. Rejoignez le Comité de soutien à l’e-ID suisse.\n\n<U+0001F449> Inscriptions en ligne : https://t.co/Icp8kDqg2J",2021-01-06 09:31:01,"Switzerland"
"624","Par contre, avec la loi sur le passeport numérique (« e-id »), nous pourrions avoir notre document d’identité électronique officiel émis par le Groupe mutuel, Amazon ou Alibaba. Un passeport numérique qui sera notamment utilisé pour… l’accès au dossier de santé en ligne. https://t.co/h2a36JHOz9",2021-01-05 19:25:32,"Lausanne"
"625","il est temps de faire quelque chose de plus utile. Sortez vos e-ID's et signez! .\nhttps://t.co/7GXKbVGLUC",2021-01-04 18:30:06,"Belgique"
"626","@FEGnassingbe Monsieur President juste pour vs demander de soutenir le projet de e-id qui consiste a donner a toutes personnes presentes au TG 1 id biometrique unique. Ce sera 1 revolution ds l’UEMOA et je pense les jalons ont été bien posés.",2020-12-31 12:31:22,"Togo"
"627","#RT @dgt_switzerland: RT @E_ID_Info: Votre vote pour une Suisse moderne.\nEngagez-vous en faveur d’une Suisse moderne et tournée vers l'avenir. Rejoignez le Comité de soutien à l'e-ID suisse.\n#eIDoui https://t.co/PjFFF6L7oU",2020-12-23 08:35:07,"Zürich, Schweiz"
"628","«Pour un État performant du 21ème siècle, la délivrance d'une e-ID doit être une évidence. Sa privatisation équivaut à une déclaration de faillite de l’Etat numérique».\n\n@anderageru, conseiller national du Parti Les Verts #eIDnon #eID \n\nhttps://t.co/ODRH7fNZ1D",2020-12-20 14:46:52,"Schweiz"
"629","«Pour l'État, l'e-ID n'est pas un modèle commercial. Contrairement aux entreprises privées, il peut donner la priorité à la sécurité, à la confiance et à la fiabilité».\n\n@joergmaeder, conseiller national PVL #eID #eIDnon\nhttps://t.co/s1nWVj9PPp",2020-12-17 09:52:24,NA
"630","«Seule la liberté du choix crée la confiance. Les citoyens et citoyennes devraient pouvoir décider eux-mêmes s'ils veulent se faire délivrer leur e-ID par des entreprises privées ou par le gouvernement fédéral.»\n\n@DorisFiala, conseillère nationale du PLR \n\nhttps://t.co/zj6UFCSCAV",2020-12-17 09:46:31,NA
"631","«L'e-ID, c'est le cœur de l'e-gouvernement et de la démocratie numérique. Elle sera également utilisée pour l'exercice des droits populaires».\n\n#ErikSchönenberger, Directeur de la Société numérique (@digiges) \n\nhttps://t.co/AQDI9bxhXH #eIDnon #eID",2020-12-17 09:46:30,NA
"632","@WilliamPayen @CottierDamien Je reste sur le fait que du point de vue fonctionnel l’e-ID est équivalent à un passeport ou une carte d’identité. C’est d’ailleurs son objectif.",2020-12-16 09:34:49,NA
"633","@WilliamPayen @CottierDamien Pour un service privé soumis à des contraintes légales (banque, opérateur téléphonique), l’e-ID vous permet d’attester l’identité comme le demande la loi. Elle remplace donc le fait de montrer son passeport à une boutique Sunrise ou une agence UBS.",2020-12-16 09:34:16,NA
"634","@WilliamPayen @CottierDamien Exact. Pour la partie publique l’e-ID vous permet donc d’attester votre «  identité physique ». Comme quand vous voulez demander un service dans la vie non numérique. La fonction est donc celle d’un document d’identité.",2020-12-16 09:19:50,NA
"635","@WilliamPayen @CottierDamien Euh oui mais si on doit répondre à la question « à quoi sert l’e-ID? », ça donne quoi?",2020-12-16 08:24:46,NA
"636","@WilliamPayen @CottierDamien Mais indépendamment de ça. Est-ce que vous n’estimez pas que l’e-ID remplit la même FONCTION qu’un document d’identité, pour ce qui est de l’identification (et indépendamment de la possibilité de voyager avec)?",2020-12-16 07:54:00,NA
"637","@WilliamPayen @CottierDamien Par ailleurs on trouve passablement d’instances qui attribuent à « e-ID » le sens de « electronic identification document ». Voir par exemple ça en p. 10: https://t.co/Qj527Sa0DB",2020-12-16 07:52:15,NA
"638","@WilliamPayen @CottierDamien Le message du conseil fédéral définit l’e-ID comme un « moyen d’identification ». Avouez que ça ressemble à la fonction d’une carte d’identité. Mais vous avez (aussi) raison.",2020-12-16 07:45:11,NA
"639","@CottierDamien Ce qui est cocasse c’est que le projet s’appelle e-ID.\n« e » c’est pour électronique.\n« ID » c’est pour… document d’identité.\nDonc en gros le truc s’appelle « document d’identité électronique ». Et vous contestez que ce soit un document d’identité (carte ou passeport)?",2020-12-15 19:39:45,NA
"640","Rapide à dégainer la FAQ du CF. Moins rapide à répondre aux objections basées sur quatre documents différents. \nLa situation est ennuyeuse pour vous, @CottierDamien: l’e-ID remplit, hormis pour ce qui est des voyages, la fonction d’un passeport ou d’une carte d’identité. https://t.co/dhRwWqCIwJ",2020-12-15 16:34:17,NA
"641","Votre carte d'identité numérique gérée par une assurance, une banque, La Poste ou swisscom? NON à l'e-id le 7 mars prochain. https://t.co/mm6sxbdQcO",2020-12-14 22:46:32,"Lausanne, Schweiz"
"642","@Olivier_Loz @CalatravaCH @CottierDamien @E_ID_Info Bien évidemment, je tiens les sources de ces différents captures à votre disposition. \nLa conclusion est simple: l’e-ID ne permet certes pas de voyager. Mais pour tout le reste, c’est, fonctionnellement, un document d’identité, un passeport pour les transactions en ligne.",2020-12-14 21:48:02,NA
"643","« La délivrance des cartes d'identité doit rester de la responsabilité de l'Etat et doit être soumise à un contrôle démocratique ». \nUne évidence qu’il faudra souligner avec un non clair et sonnant le 7 mars prochain à la loi « e-ID ». #chvote\n\nhttps://t.co/bc4cpwOO7y",2020-12-14 15:50:59,NA
"644","Le comité référendaire contre la loi sur l’e-ID s’oppose à l’émission du passeport numérique uniquement par des fournisseurs privés et demande que celle-ci soit également du ressort de la Confédération. Le peuple se prononcera le 7 mars 2021. https://t.co/WmjPAkHu8D",2020-12-14 15:00:52,"Lausanne - Suisse"
"645","""présenter une proposition d’initiative avant la mi-2021 afin d’établir un cadre européen sûr pour l’identification électronique publique (e-ID)."" https://t.co/Av9aOr5nsL\n\nIl n'y a toujours pas d'institut des langues européennes (+ la Malte) à Paris\nils sont encore en mode Empire",2020-12-14 14:05:12,NA
"646","Campagne anti-loi sur l'e-ID lancée https://t.co/BHZ9tL2fTc",2020-12-14 13:14:07,NA
"647","L’ @EtatdeVaud soutient le référendum contre la E-ID. https://t.co/umxvRLfeiY",2020-12-14 12:00:57,"Lausanne"
"648","Bravo Nuria Gorrite pour son discours sur la souveraineté lors de la conférence de presse sur le référendum contre l’e-id proposé. Bravo à l’@EtatdeVaud pour avoir le courage de soutenir publiquement ce référendum. Bravo @e_id_referendum de tenter de sauvegarder la démocratie.",2020-12-14 09:22:07,"Switzerland on the Röstigraben"
"649","Ils n’ont pas inventé le passeport numérique, mais ils ont inventé l’identité officielle à plusieurs vitesses… c’est non!\nPenchez-vous sur cette loi. Elle doit être refusée. Nous avons besoin d’une e-ID publique, transparente, contrôlée, accessible à tout le monde. 10/10",2020-12-13 21:40:37,NA
"650","Dernier point. Le meilleur. Ou le pire, c’est selon. L’e-ID suisse existerait en trois versions. Light, regular, premium, en somme. Qui ne coûteront pas la même chose, évidemment, mais qui ne donneront pas non plus l’accès aux mêmes services. 8/10",2020-12-13 21:40:36,NA
"651","Donc en gros, vous vous adressez à votre canton, par exemple, pour demander une prestation. Pour vous identifier, vous utilisez votre e-ID (fournie par une boîte privée, et payante). Et en parallèle, l’Etat cantonal… paie une contribution à cette même boîte privée. Si, si. 6/10",2020-12-13 21:40:35,NA
"652","@nielsack @_MartinaBircher @andrisilbi_ @corinagredig @BinderMarianne @SamiraMarti @bglaettli La 1ère étape doit être l'identité électronique pour s'assurer que la personne qui signe existe et que c'est bien la bonne. On votera en février 2021 sur E-ID.",2020-12-08 15:22:57,"Suisse"
"653","Vous êtes un(e) citoyen(ne) belge vous installant officiellement en Thaïlande, au Cambodge, Myanmar ou Laos ? Vous pouvez maintenant vous enregistrer en ligne (en français et en néerlandais) au moyen de votre carte e-ID  valide et activée via le portail : https://t.co/eQHwBRdN19 https://t.co/fyaFWIRjA3",2020-12-08 06:10:38,"Bangkok, Thailand"
"654","Le jour de sainte Barbe, patronne sainte de l'artillerie et des artificiers, et mon anniversaire, la pétition que j'avais introduit hier a été publiée par la Chambre. Vous pouvez normalement la signer via le site Web de la Chambre via E-ID. https://t.co/cV0a9wLihy",2020-12-04 18:06:50,"Gent, België"
"655","@lucnewnic @PipoesBe @BorisDillies Sauf à forcer à se connecter sur twitter avec sa e-ID quel crédit donner aux pseudos utilisés ici? Aucun.",2020-11-12 18:29:57,NA
"656","Togo : Pièce d’identité, Olympio priorise la CNI à l’e-ID Togo https://t.co/RyoEQHMQvW",2020-11-11 12:01:34,NA
"657","#DécisionCF 3 objets en #votation le 7.3.21  \n<U+27A1> l'initiative ""Oui à l’interdiction de se dissimuler le visage""  \n<U+27A1> la loi sur les services d’identification électronique (E-ID) \n<U+27A1> l’accord de commerce entre les Etats de l'AELE et l’Indonésie\n<U+0001F4C3>https://t.co/yXsyzA46bW /BK #vot21",2020-11-10 06:31:58,"Planet Erde"
"658","La loi sur l’E-ID privée sera votée le 7 mars https://t.co/EilXEyC9Q3",2020-11-04 18:53:12,"Lausanne"
"659","@E_ID_Info Les politiciens veulent que vous vous identifiiez avec l'e-ID sur les sites pornographiques. Les entreprises privées et l'État peuvent utiliser cette technologie pour créer une cote de crédit sociale pour vous. Non à la surveillance totale, non à l'#eID.",2020-11-04 10:38:07,"<U+0001F954>kartoffelrepublik.ch"
"660","Digital Brief: EU e-ID, DSA latest, Artificial Intelligence reports - EURACTIV #AI #DigitalTransformation  CC:@HeinzVHoenen https://t.co/osudMXYbvK",2020-10-03 13:17:25,NA
"661","EU e-ID, DSA latest, Artificial Intelligence reports – https://t.co/sOTnuMumdO https://t.co/pT0hYYVUg8",2020-10-02 23:27:16,NA
"662","<U+0001F310> <U+0001F1EA><U+0001F1FA> « Un système #paneuropéen d’#identification électronique d’ici à mi-2021 ? » @EURACTIV_FR \n\n<U+0001F4CD>E-ID pour des #services #numériques transfrontaliers \n<U+27A1><U+FE0F> Projet discuté au #sommet du 24-25/09\n\n<U+0001F447>\nhttps://t.co/IqA450DZAO",2020-09-18 11:57:30,"Paris, France"
"663","@isabelleory @vonderleyen Ca reste vague. La Commission n'a pas le pouvoir d'imposer une e-ID européenne et la Réglementation eIDAS a échoué à rendre euro-compatibles les identités numériques nationales existantes. Une identité numérique est pourtant la condition pour créer un marché unique numérique!",2020-09-17 07:38:56,"Brussels"
"664","@icopilots @marklor Pas en version électronique, alors que les champions de l'e-ID sont européens voir français. Les cordonniers tout ça tout ça...",2020-09-16 09:24:08,"Gironde, Aquitaine"
